host,ip,port,protocol,title,domain,country,city,link,org
https://129.150.48.17,129.150.48.17,443,https,403 Forbidden,,SG,Singapore,https://129.150.48.17,Oracle Corporation
https://138.2.111.233,138.2.111.233,443,https,403 Forbidden,,SG,Singapore,https://138.2.111.233,Oracle Corporation
https://213.35.114.195,213.35.114.195,443,https,403 Forbidden,,SG,Singapore,https://213.35.114.195,Oracle Corporation
https://129.150.52.71,129.150.52.71,443,https,403 Forbidden,,SG,Singapore,https://129.150.52.71,Oracle Corporation
https://138.2.101.183,138.2.101.183,443,https,403 Forbidden,,SG,Singapore,https://138.2.101.183,Oracle Corporation
https://168.138.177.109,168.138.177.109,443,https,403 Forbidden,,SG,Singapore,https://168.138.177.109,Oracle Corporation
https://168.138.173.212,168.138.173.212,443,https,403 Forbidden,,SG,Singapore,https://168.138.173.212,Oracle Corporation
https://138.2.79.198,138.2.79.198,443,https,403 Forbidden,,SG,Singapore,https://138.2.79.198,Oracle Corporation
https://129.150.50.84,129.150.50.84,443,https,403 Forbidden,,SG,Singapore,https://129.150.50.84,Oracle Corporation
138.2.64.36:443,138.2.64.36,443,http,,,SG,Singapore,http://138.2.64.36:443,Oracle Corporation
https://129.150.41.94,129.150.41.94,443,https,403 Forbidden,,SG,Singapore,https://129.150.41.94,Oracle Corporation
https://168.138.188.174,168.138.188.174,443,https,403 Forbidden,,SG,Singapore,https://168.138.188.174,Oracle Corporation
https://213.35.104.60,213.35.104.60,443,https,403 Forbidden,,SG,Singapore,https://213.35.104.60,Oracle Corporation
https://138.2.107.0,138.2.107.0,443,https,403 Forbidden,,SG,Singapore,https://138.2.107.0,Oracle Corporation
138.2.104.238:443,138.2.104.238,443,http,,,SG,Singapore,http://138.2.104.238:443,Oracle Corporation
https://138.2.91.93,138.2.91.93,443,https,403 Forbidden,,SG,Singapore,https://138.2.91.93,Oracle Corporation
https://dsas.org.sg,101.100.241.41,443,https,Just a moment...,dsas.org.sg,SG,Singapore,https://dsas.org.sg,Oracle Corporation
https://158.178.240.251,158.178.240.251,443,https,403 Forbidden,,SG,Singapore,https://158.178.240.251,Oracle Corporation
https://152.69.210.245,152.69.210.245,443,https,403 Forbidden,,SG,Singapore,https://152.69.210.245,Oracle Corporation
https://213.35.127.18,213.35.127.18,443,https,403 Forbidden,,SG,Singapore,https://213.35.127.18,Oracle Corporation
138.2.74.42:5555,138.2.74.42,5555,http,,,SG,Singapore,http://138.2.74.42:5555,Oracle Corporation
https://138.2.65.222,138.2.65.222,443,https,403 Forbidden,,SG,Singapore,https://138.2.65.222,Oracle Corporation
https://158.178.239.112,158.178.239.112,443,https,,,SG,Singapore,https://158.178.239.112,Oracle Corporation
https://168.138.185.140,168.138.185.140,443,https,403 Forbidden,,SG,Singapore,https://168.138.185.140,Oracle Corporation
https://138.2.102.105,138.2.102.105,443,https,,,SG,Singapore,https://138.2.102.105,Oracle Corporation
https://138.2.107.0:9527,138.2.107.0,9527,https,403 Forbidden,,SG,Singapore,https://138.2.107.0:9527,Oracle Corporation
https://158.178.227.68:10443,158.178.227.68,10443,https,403 Forbidden,,SG,Singapore,https://158.178.227.68:10443,Oracle Corporation
https://168.138.171.47,168.138.171.47,443,https,403 Forbidden,,SG,Singapore,https://168.138.171.47,Oracle Corporation
https://152.69.220.170,152.69.220.170,443,https,403 Forbidden,,SG,Singapore,https://152.69.220.170,Oracle Corporation
https://158.178.237.94:8880,158.178.237.94,8880,https,403 Forbidden,,SG,Singapore,https://158.178.237.94:8880,Oracle Corporation
https://129.150.55.155,129.150.55.155,443,https,403 Forbidden,,SG,Singapore,https://129.150.55.155,Oracle Corporation
https://158.178.244.161:3443,158.178.244.161,3443,https,403 Forbidden,,SG,Singapore,https://158.178.244.161:3443,Oracle Corporation
https://158.178.237.68,158.178.237.68,443,https,403 Forbidden,,SG,Singapore,https://158.178.237.68,Oracle Corporation
213.35.101.179:443,213.35.101.179,443,http,,,SG,Singapore,http://213.35.101.179:443,Oracle Corporation
https://129.150.62.95,129.150.62.95,443,https,403 Forbidden,,SG,Singapore,https://129.150.62.95,Oracle Corporation
https://138.2.69.246,138.2.69.246,443,https,403 Forbidden,,SG,Singapore,https://138.2.69.246,Oracle Corporation
https://z.knver.top:4433,158.178.238.239,4433,https,,knver.top,SG,Singapore,https://z.knver.top:4433,Oracle Corporation
z.knver.top:4433,158.178.238.239,4433,http,,knver.top,SG,Singapore,http://z.knver.top:4433,Oracle Corporation
https://mtps7.org:8443,168.138.178.59,8443,https,,mtps7.org,SG,Singapore,https://mtps7.org:8443,Oracle Corporation
https://www.mtps7.org:8443,168.138.178.59,8443,https,,mtps7.org,SG,Singapore,https://www.mtps7.org:8443,Oracle Corporation
https://213.35.99.29,213.35.99.29,443,https,403 Forbidden,,SG,Singapore,https://213.35.99.29,Oracle Corporation
https://158.178.235.83,158.178.235.83,443,https,403 Forbidden,,SG,Singapore,https://158.178.235.83,Oracle Corporation
213.35.99.234:443,213.35.99.234,443,http,,,SG,Singapore,http://213.35.99.234:443,Oracle Corporation
213.35.100.192:443,213.35.100.192,443,http,,,SG,Singapore,http://213.35.100.192:443,Oracle Corporation
https://158.178.228.219,158.178.228.219,443,https,403 Forbidden,,SG,Singapore,https://158.178.228.219,Oracle Corporation
https://129.150.43.139,129.150.43.139,443,https,403 Forbidden,,SG,Singapore,https://129.150.43.139,Oracle Corporation
https://138.2.98.212,138.2.98.212,443,https,403 Forbidden,,SG,Singapore,https://138.2.98.212,Oracle Corporation
158.178.246.52:443,158.178.246.52,443,http,,,SG,Singapore,http://158.178.246.52:443,Oracle Corporation
213.35.106.55:443,213.35.106.55,443,http,,,SG,Singapore,http://213.35.106.55:443,Oracle Corporation
138.2.103.213:443,138.2.103.213,443,http,,,SG,Singapore,http://138.2.103.213:443,Oracle Corporation
https://213.35.112.158,213.35.112.158,443,https,403 Forbidden,,SG,Singapore,https://213.35.112.158,Oracle Corporation
dsas.org.sg,101.100.241.41,80,http,Just a moment...,dsas.org.sg,SG,Singapore,http://dsas.org.sg,Oracle Corporation
https://138.2.81.228,138.2.81.228,443,https,403 Forbidden,,SG,Singapore,https://138.2.81.228,Oracle Corporation
152.69.221.177:443,152.69.221.177,443,http,,,SG,Singapore,http://152.69.221.177:443,Oracle Corporation
https://213.35.103.21,213.35.103.21,443,https,403 Forbidden,,SG,Singapore,https://213.35.103.21,Oracle Corporation
